FID,Count,Area,X,Y,Perimeter,NEAR_FID,NEAR_DIST,ST_NAME,ST_TYPE,MUN_L,SPEEDLIMIT,NBHD_L,STREET_ID,OBJECTID,SITE_NAME,OWNERSHIP,DISTRICT,ACRES,TypeLong,OS_Own_Jur,ALT_NAME
4791,1,29.804793505999999,-71.151587908300002,42.335726913000002,44.429107997800003,13148,85.916454858500003,Beacon,ST,Boston,30,Allston-Brighton,332,779,Cassidy Playground,City of Boston,Allston-Brighton,9.334185900000000,"Parks, Playgrounds & Athletic Fields",BPRD, 
4792,1,16.328846425500000,-71.091931551100004,42.335533663699998,28.122118942200000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4793,1,18.858126699600000,-71.012205252300006,42.335221952600001,28.918832885600001,-1,-1.000000000000000, , , ,0, ,0,387,Strandway/Castle Island,Commonwealth of Massachusetts,South Boston,47.699466229999999,"Parkways, Reservations & Beaches",DCR,Fort Independence; Pleasure Ba
4794,1,29.748031747300001,-71.080219007500006,42.335494952700003,29.524126276200001,11002,88.586904171900002,Shawmut,AVE,Boston,20,Roxbury,3843,0, , , ,0.000000000000000, , , 
4795,1,3.939855412690000,-71.069582105199999,42.335462108900003,12.277096453800000,17976,22.634192936200002,Newton,ST,Boston,20,Boston,2979,0, , , ,0.000000000000000, , , 
4796,1,15.889707998000000,-71.071123221099995,42.335463449999999,27.252911427699999,13258,67.798031623200004,Albany,ST,Boston,25,Boston,51,459,Boston Medical Center Campus,Private,South End,1.310000000000000,"Malls, Squares & Plazas",NULL, 
4797,1,15.101508427300001,-71.072354066399996,42.335468347000003,26.522181665000002,13199,68.328638308300000,Concord,ST,Boston,20,Boston,976,0, , , ,0.000000000000000, , , 
4798,1,9.616377606360000,-71.162823755299996,42.335771345500000,20.447777018600000,-1,-1.000000000000000, , , ,0, ,0,359,Chestnut Hill Reservoir,Commonwealth of Massachusetts,Allston-Brighton,115.802331770000000,"Parkways, Reservations & Beaches",DCR, 
4799,1,13.684567861600000,-71.099288542799997,42.335570760499998,26.290751896400000,12929,20.983483621500000,Mcgreevey,WAY,Boston,1,Roxbury,2693,885,Mission Main Longwood Gate,BHA,Mission Hill,0.110000000000000,"Malls, Squares & Plazas", ,McGreevey Mall
4800,1,4.496755330270000,-71.069592017299996,42.335470656500000,12.277776832500001,17976,22.220620337900002,Newton,ST,Boston,20,Boston,2979,0, , , ,0.000000000000000, , , 
4801,1,14.780723061100000,-71.082136993299997,42.335515950800001,23.686157666600000,9879,74.599378159300002,Kendall,ST,Boston,20,Roxbury,2274,0, , , ,0.000000000000000, , , 
4802,1,13.021774447400000,-71.152379835999994,42.335753765200003,26.881889740900000,13148,50.339104843599998,Beacon,ST,Boston,30,Allston-Brighton,332,779,Cassidy Playground,City of Boston,Allston-Brighton,9.334185900000000,"Parks, Playgrounds & Athletic Fields",BPRD, 
4803,1,20.785856268200000,-71.104939499200000,42.335599674900003,36.562012489499999,12356,28.695385988999998,Shattuck,ST,Boston,15,Roxbury,3841,0, , , ,0.000000000000000, , , 
4804,1,12.535287441700000,-71.071311200799997,42.335483961100003,25.512211855200000,-1,-1.000000000000000, , , ,0, ,0,459,Boston Medical Center Campus,Private,South End,1.310000000000000,"Malls, Squares & Plazas",NULL, 
4805,1,11.320008829200001,-71.104986470800000,42.335616543800000,22.150313575799998,12356,29.193356060900001,Shattuck,ST,Boston,15,Roxbury,3841,0, , , ,0.000000000000000, , , 
4806,1,14.794527367600001,-71.024054107900000,42.335307541399999,26.553046933600001,15405,51.550497251700001,William J Day,BLVD,Boston,25,South Boston,4502,388,Marine Park,Commonwealth of Massachusetts,South Boston,17.199981180000002,"Parkways, Reservations & Beaches",DCR, 
4807,1,13.976229059600000,-71.071103111900001,42.335497725300002,26.492550423499999,13258,71.045278794300003,Albany,ST,Boston,25,Boston,51,459,Boston Medical Center Campus,Private,South End,1.310000000000000,"Malls, Squares & Plazas",NULL, 
4808,1,11.221941865600000,-71.082121912600002,42.335550155999996,22.320780614099998,9879,68.097767530400006,Kendall,ST,Boston,20,Roxbury,2274,0, , , ,0.000000000000000, , , 
4809,1,12.542034504400000,-71.152168182500006,42.335788685499999,25.273110451499999,13148,50.942805497000002,Beacon,ST,Boston,30,Allston-Brighton,332,779,Cassidy Playground,City of Boston,Allston-Brighton,9.334185900000000,"Parks, Playgrounds & Athletic Fields",BPRD, 
4810,1,13.265273918900000,-71.072410846899999,42.335519519800002,25.650004099299998,13199,67.600935617100006,Concord,ST,Boston,20,Boston,976,0, , , ,0.000000000000000, , , 
4811,1,14.527762744700000,-71.073737077900006,42.335534749499999,25.616082641300000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4812,1,10.313264161499999,-71.151957703899996,42.335804805199999,20.427488089200001,13148,52.641250135600004,Beacon,ST,Boston,30,Allston-Brighton,332,779,Cassidy Playground,City of Boston,Allston-Brighton,9.334185900000000,"Parks, Playgrounds & Athletic Fields",BPRD, 
4813,1,11.676652793700001,-71.162946289100006,42.335835352300002,20.756479065099999,16309,87.320775267299993,Chestnut Hill,DRWY,Boston,30,Allston-Brighton,852,359,Chestnut Hill Reservoir,Commonwealth of Massachusetts,Allston-Brighton,115.802331770000000,"Parkways, Reservations & Beaches",DCR, 
4814,1,8.343134088770000,-71.030923098200006,42.335372393000000,20.115500782300000,5488,94.640155987300005,N,ST,Boston,20,South Boston,2906,0, , , ,0.000000000000000, , , 
4815,1,18.859519286099999,-71.012142344699996,42.335296853999999,28.919466807999999,-1,-1.000000000000000, , , ,0, ,0,387,Strandway/Castle Island,Commonwealth of Massachusetts,South Boston,47.699466229999999,"Parkways, Reservations & Beaches",DCR,Fort Independence; Pleasure Ba
4816,1,10.390061596000001,-71.082263177200005,42.335580835499997,22.288046199000000,9879,96.204739632799999,Kendall,ST,Boston,20,Roxbury,2274,0, , , ,0.000000000000000, , , 
4817,1,16.171358129700000,-71.024055877799995,42.335350654300001,26.981377198800001,15405,50.775738205899998,William J Day,BLVD,Boston,25,South Boston,4502,388,Marine Park,Commonwealth of Massachusetts,South Boston,17.199981180000002,"Parkways, Reservations & Beaches",DCR, 
4818,1,16.809599176799999,-71.151741445900001,42.335816661899997,32.652890212199999,13148,53.173868314700002,Beacon,ST,Boston,30,Allston-Brighton,332,779,Cassidy Playground,City of Boston,Allston-Brighton,9.334185900000000,"Parks, Playgrounds & Athletic Fields",BPRD, 
4819,1,22.517704070800001,-71.151618511199999,42.335821158199998,42.448706071899998,13148,53.134109285500003,Beacon,ST,Boston,30,Allston-Brighton,332,779,Cassidy Playground,City of Boston,Allston-Brighton,9.334185900000000,"Parks, Playgrounds & Athletic Fields",BPRD, 
4820,1,12.842906124800001,-71.069397471200006,42.335542575500000,25.762011455100001,17976,32.061449702799997,Newton,ST,Boston,20,Boston,2979,0, , , ,0.000000000000000, , , 
4821,1,11.221941777500000,-71.082152399600005,42.335593781100002,22.320795832100000,9879,69.206342401200004,Kendall,ST,Boston,20,Roxbury,2274,0, , , ,0.000000000000000, , , 
4822,1,5.048167726190000,-71.072508771399995,42.335566376199999,12.857138083400001,13199,75.542829765199997,Concord,ST,Boston,20,Boston,976,0, , , ,0.000000000000000, , , 
4823,1,10.388954626700000,-71.082196766300001,42.335604494800002,22.287467548599999,9879,76.295693795600002,Kendall,ST,Boston,20,Roxbury,2274,0, , , ,0.000000000000000, , , 
4824,1,12.928170839600000,-71.030538617700003,42.335408088199998,23.358160944700000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4825,1,14.097015269100000,-71.105149141300004,42.335699076600001,26.027551853999999,12356,23.523270610099999,Shattuck,ST,Boston,15,Roxbury,3841,0, , , ,0.000000000000000, , , 
4826,1,13.697037919300000,-71.105180702200002,42.335711473400004,25.583085320300000,12356,23.565886422999998,Shattuck,ST,Boston,15,Roxbury,3841,0, , , ,0.000000000000000, , , 
4827,1,14.911401605500000,-71.102882000099996,42.335713285799997,26.062484776700000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4828,1,21.123609979299999,-71.012295884599993,42.335361065500003,30.805834165400000,-1,-1.000000000000000, , , ,0, ,0,387,Strandway/Castle Island,Commonwealth of Massachusetts,South Boston,47.699466229999999,"Parkways, Reservations & Beaches",DCR,Fort Independence; Pleasure Ba
4829,1,33.315982368500002,-71.087952348399995,42.335661580500002,33.593082194899999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4830,1,14.045357418700000,-71.073064949499994,42.335617646199999,25.409554681100001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4831,1,17.526127431999999,-71.024057431900005,42.335429799400004,28.118262972099998,15405,49.602706992400002,William J Day,BLVD,Boston,25,South Boston,4502,388,Marine Park,Commonwealth of Massachusetts,South Boston,17.199981180000002,"Parkways, Reservations & Beaches",DCR, 
4832,1,29.921157332100002,-71.089188020500004,42.335696311900001,29.655977614899999,15015,99.772994323299997,Columbus,AVE,Boston,15,Roxbury,954,0, , , ,0.000000000000000, , , 
4833,1,11.581076125199999,-71.102982771000001,42.335751526400003,22.855179615299999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4834,1,38.076020484399997,-71.087874733099994,42.335696304800003,34.803526113600000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4835,1,14.215257067300000,-71.077541400599998,42.335668685500004,22.456700999300001,5662,61.602558682300000,Northampton,ST,Boston,20,Roxbury,3005,0, , , ,0.000000000000000, , , 
4836,1,29.921141608900001,-71.089170449899996,42.335711570900003,29.655989161499999,15015,97.826239211000001,Columbus,AVE,Boston,15,Roxbury,954,0, , , ,0.000000000000000, , , 
4837,1,15.913488843300000,-71.103029562700002,42.335768257399998,27.197428205700000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4838,1,14.150420117900000,-71.030694815999993,42.335501466499998,22.972940471000001,2357,76.167425005200002,Broadway, ,Boston,25,South Boston,568,0, , , ,0.000000000000000, , , 
4839,1,15.776780257000000,-71.102738933200001,42.335774418900002,28.415100923400001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4840,1,14.215257067300000,-71.077566511000001,42.335689490000000,22.456708352500002,5662,61.019643009600003,Northampton,ST,Boston,20,Roxbury,3005,0, , , ,0.000000000000000, , , 
4841,1,12.592193130700000,-71.073909074900001,42.335677756400003,25.922667793199999,3760,59.416956091000003,Harrison,AVE,Boston,25,Boston,1924,0, , , ,0.000000000000000, , , 
4842,1,16.900031292900000,-71.012035611800002,42.335441318500003,30.965249512500002,-1,-1.000000000000000, , , ,0, ,0,387,Strandway/Castle Island,Commonwealth of Massachusetts,South Boston,47.699466229999999,"Parkways, Reservations & Beaches",DCR,Fort Independence; Pleasure Ba
4843,1,11.756080127100001,-71.030580521000005,42.335533325800000,22.243714815499999,2357,65.219068529699996,Broadway, ,Boston,25,South Boston,568,0, , , ,0.000000000000000, , , 
4844,1,16.094546649300000,-71.024067256600006,42.335504288999999,26.949706413200001,15405,50.120762993200003,William J Day,BLVD,Boston,25,South Boston,4502,388,Marine Park,Commonwealth of Massachusetts,South Boston,17.199981180000002,"Parkways, Reservations & Beaches",DCR, 
4845,1,12.060261886199999,-71.102716490800006,42.335806174399998,26.331566452699999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4846,1,14.029731111900000,-71.073180143000002,42.335713763999998,23.993811072600000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4847,1,15.583811746800000,-71.012264063600000,42.335474275199999,27.752440620400002,-1,-1.000000000000000, , , ,0, ,0,387,Strandway/Castle Island,Commonwealth of Massachusetts,South Boston,47.699466229999999,"Parkways, Reservations & Beaches",DCR,Fort Independence; Pleasure Ba
4848,1,18.031282404599999,-71.085005152500003,42.335768077099999,22.988975849700001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4849,1,17.465117616000001,-71.163033957300001,42.336018190899999,33.686591939300001,16309,94.984340308800000,Chestnut Hill,DRWY,Boston,30,Allston-Brighton,852,359,Chestnut Hill Reservoir,Commonwealth of Massachusetts,Allston-Brighton,115.802331770000000,"Parkways, Reservations & Beaches",DCR, 
4850,1,12.208687187400001,-71.092038977300007,42.335798288800000,26.613723712999999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4851,1,12.996521800900000,-71.102696022999993,42.335834976500003,27.040302046000001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4852,1,27.885807512200000,-71.089210730399998,42.335793555099997,28.635190494100002,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4853,1,41.494655075600001,-71.063845793200002,42.335709572100001,35.836027610700000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4854,1,27.885807542500000,-71.089205841899997,42.335810688199999,28.635198243800001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4855,1,300.789606843999990,-71.072089553699996,42.335725485899999,182.858470700999990,13199,43.617403876899999,Concord,ST,Boston,20,Boston,976,459,Boston Medical Center Campus,Private,South End,1.310000000000000,"Malls, Squares & Plazas",NULL, 
4856,1,13.875622606300000,-71.069766017600003,42.335789427400002,27.341331097499999,17976,23.990220563299999,Newton,ST,Boston,20,Boston,2979,0, , , ,0.000000000000000, , , 
4857,1,8.690770224690001,-71.092344382600004,42.335875635999997,20.954768867700000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4858,1,8.692431292360000,-71.092320192200006,42.335888702200002,20.955479792500000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4859,1,9.620988771390000,-71.073303261400000,42.335818119999999,22.764029981499998,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4860,1,12.151721074699999,-71.105770917200005,42.335942613699999,26.319643480400000,12356,23.771491801500002,Shattuck,ST,Boston,15,Roxbury,3841,0, , , ,0.000000000000000, , , 
4861,1,19.287973109999999,-71.012206235999997,42.335591397500004,27.722675516900001,-1,-1.000000000000000, , , ,0, ,0,387,Strandway/Castle Island,Commonwealth of Massachusetts,South Boston,47.699466229999999,"Parkways, Reservations & Beaches",DCR,Fort Independence; Pleasure Ba
4862,1,19.623651587800001,-71.011947190300006,42.335590397799997,28.146314496300000,-1,-1.000000000000000, , , ,0, ,0,387,Strandway/Castle Island,Commonwealth of Massachusetts,South Boston,47.699466229999999,"Parkways, Reservations & Beaches",DCR,Fort Independence; Pleasure Ba
4863,1,12.309466134599999,-71.072159865399996,42.335842916600001,24.984280395700001,13199,56.663105634499999,Concord,ST,Boston,20,Boston,976,459,Boston Medical Center Campus,Private,South End,1.310000000000000,"Malls, Squares & Plazas",NULL, 
4864,1,11.366790936699999,-71.024281548199994,42.335658388200002,24.042955915400000,9621,45.532677192300000,Broadway, ,Boston,25,South Boston,568,388,Marine Park,Commonwealth of Massachusetts,South Boston,17.199981180000002,"Parkways, Reservations & Beaches",DCR, 
4865,1,11.261102519600000,-71.072131258200002,42.335861701900001,21.911469241100001,13199,67.653298550399995,Concord,ST,Boston,20,Boston,976,459,Boston Medical Center Campus,Private,South End,1.310000000000000,"Malls, Squares & Plazas",NULL, 
4866,1,12.877027519700000,-71.024365077900001,42.335678007200002,25.257738587900000,9621,39.995527120399998,Broadway, ,Boston,25,South Boston,568,388,Marine Park,Commonwealth of Massachusetts,South Boston,17.199981180000002,"Parkways, Reservations & Beaches",DCR, 
4867,1,16.934426243099999,-71.105507859599996,42.335985424900002,27.163237696400000,12356,20.840894741500001,Shattuck,ST,Boston,15,Roxbury,3841,0, , , ,0.000000000000000, , , 
4868,1,8.533947685979999,-71.077014458700006,42.335890071199998,18.149946473200000,13204,41.825830976299997,Parmelee,ST,Boston,20,Roxbury,3159,0, , , ,0.000000000000000, , , 
4869,1,10.910113688399999,-71.024761131000005,42.335697198900000,23.696160879499999,9621,38.198662413500003,Broadway, ,Boston,25,South Boston,568,388,Marine Park,Commonwealth of Massachusetts,South Boston,17.199981180000002,"Parkways, Reservations & Beaches",DCR, 
4870,1,15.456487726200001,-71.105543097699993,42.335999632099998,25.802044258999999,12356,20.904737106799999,Shattuck,ST,Boston,15,Roxbury,3841,0, , , ,0.000000000000000, , , 
4871,1,9.120401036140001,-71.024669434200007,42.335698822900000,21.559240118300000,9621,36.591823567100001,Broadway, ,Boston,25,South Boston,568,388,Marine Park,Commonwealth of Massachusetts,South Boston,17.199981180000002,"Parkways, Reservations & Beaches",DCR, 
4872,1,11.818409378000000,-71.072103189800004,42.335880664800001,23.926199394000001,13199,77.464002671299994,Concord,ST,Boston,20,Boston,976,459,Boston Medical Center Campus,Private,South End,1.310000000000000,"Malls, Squares & Plazas",NULL, 
4873,1,8.614731661570000,-71.077036306300002,42.335909027600003,17.912673807899999,13204,50.984853744799999,Parmelee,ST,Boston,20,Roxbury,3159,0, , , ,0.000000000000000, , , 
4874,1,15.760838865200000,-71.105573582900007,42.336012102100000,25.369062038999999,12356,20.933649656499998,Shattuck,ST,Boston,15,Roxbury,3841,0, , , ,0.000000000000000, , , 
4875,1,11.539513557799999,-71.072072157099996,42.335901034199999,21.455996784400000,13199,89.231978734199998,Concord,ST,Boston,20,Boston,976,459,Boston Medical Center Campus,Private,South End,1.310000000000000,"Malls, Squares & Plazas",NULL, 
4876,1,9.067983480860001,-71.076932486399997,42.335944281300002,17.997461046100000,17908,41.902343367400000,Parmelee,ST,Boston,20,Roxbury,3159,0, , , ,0.000000000000000, , , 
4877,1,26.015545428399999,-71.162887534600003,42.336231830300001,35.779249298899998,12999,47.180453050099999,Chestnut Hill,DR,Boston,20,Allston-Brighton,5469,359,Chestnut Hill Reservoir,Commonwealth of Massachusetts,Allston-Brighton,115.802331770000000,"Parkways, Reservations & Beaches",DCR, 
4878,1,10.836189401800000,-71.092780089599998,42.336019205500001,21.836808121299999,11895,68.144905806899999,Annunciation,RD,Boston,20,Roxbury,136,0, , , ,0.000000000000000, , , 
4879,1,10.835618018200000,-71.076955780099993,42.335963774000000,19.780434260700002,17908,51.117650878200003,Parmelee,ST,Boston,20,Roxbury,3159,0, , , ,0.000000000000000, , , 
4880,1,17.516040867699999,-71.099024792400002,42.336051590700002,28.467839586200000,10448,32.951157016800003,Ward,ST,Boston,20,Roxbury,4332,0, , , ,0.000000000000000, , , 
4881,1,43.904700677599998,-71.084179291400005,42.335996186499997,36.774263041600001,7869,23.069573771100000,Warwick,ST,Boston,20,Roxbury,4350,0, , , ,0.000000000000000, , , 
4882,1,10.646328928499999,-71.092821727900002,42.336034900199998,22.420278297799999,11895,67.887127988600000,Annunciation,RD,Boston,20,Roxbury,136,0, , , ,0.000000000000000, , , 
4883,1,15.188878213400001,-71.073480046200004,42.335961912499997,26.062352686299999,3759,74.592291209500004,Harrison,AVE,Boston,25,Boston,1924,0, , , ,0.000000000000000, , , 
4884,1,13.114516194200000,-71.092585918699996,42.336038625100002,22.725645601699998,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4885,1,14.253522617500000,-71.084770437200007,42.336021620700002,22.532577616600001,18831,67.428813422700003,Roxse,DR,Boston,30,Roxbury,3662,0, , , ,0.000000000000000, , , 
4886,1,19.390154452200001,-71.098862772100006,42.336079524699997,28.408919358999999,10448,56.641753666400000,Ward,ST,Boston,20,Roxbury,4332,0, , , ,0.000000000000000, , , 
4887,1,22.490151898600001,-71.032886118099995,42.335832176499999,36.389656354099998,2356,53.211222552999999,Broadway, ,Boston,25,South Boston,568,240,Medal of Honor Park,City of Boston,South Boston,6.182693280000000,"Malls, Squares & Plazas",BPRD, 
4888,1,33.521455260099998,-71.084178628800004,42.336021182899998,31.645999669799998,7869,19.729417921100001,Warwick,ST,Boston,20,Roxbury,4350,617,Bessie Barnes Park,Community Group/Nonprofit,South End,0.100000000000000,"Parks, Playgrounds & Athletic Fields",BNAN, 
4889,1,11.101529889100000,-71.092640587700004,42.336059523300001,21.484146035399998,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4890,1,21.095729407899999,-71.011859195300005,42.335742813800003,28.554728433200001,-1,-1.000000000000000, , , ,0, ,0,387,Strandway/Castle Island,Commonwealth of Massachusetts,South Boston,47.699466229999999,"Parkways, Reservations & Beaches",DCR,Fort Independence; Pleasure Ba
4891,1,12.063141471800000,-71.092898508800005,42.336064089499999,21.897723068000001,11895,67.407714811999995,Annunciation,RD,Boston,20,Roxbury,136,0, , , ,0.000000000000000, , , 
4892,1,14.719625589300000,-71.032539255600000,42.335840891600000,24.106042079500000,2356,54.073004730400001,Broadway, ,Boston,25,South Boston,568,240,Medal of Honor Park,City of Boston,South Boston,6.182693280000000,"Malls, Squares & Plazas",BPRD, 
4893,1,18.062700141200001,-71.012124079200007,42.335747676399997,29.073761394200002,-1,-1.000000000000000, , , ,0, ,0,387,Strandway/Castle Island,Commonwealth of Massachusetts,South Boston,47.699466229999999,"Parkways, Reservations & Beaches",DCR,Fort Independence; Pleasure Ba
4894,1,31.915774229600000,-71.084161231899998,42.336040145299997,30.640010850500001,7869,19.834429791100000,Warwick,ST,Boston,20,Roxbury,4350,617,Bessie Barnes Park,Community Group/Nonprofit,South End,0.100000000000000,"Parks, Playgrounds & Athletic Fields",BNAN, 
4895,1,14.252312982299999,-71.032134232700002,42.335848304800002,24.445437267900001,2356,54.486639366900000,Broadway, ,Boston,25,South Boston,568,240,Medal of Honor Park,City of Boston,South Boston,6.182693280000000,"Malls, Squares & Plazas",BPRD, 
4896,1,16.236225029000000,-71.031937582099999,42.335848482300001,27.745131183400002,2356,53.384694526899999,Broadway, ,Boston,25,South Boston,568,240,Medal of Honor Park,City of Boston,South Boston,6.182693280000000,"Malls, Squares & Plazas",BPRD, 
4897,1,7.687497321900000,-71.092941289099997,42.336079846700002,20.197203595700000,11895,67.482360117799999,Annunciation,RD,Boston,20,Roxbury,136,0, , , ,0.000000000000000, , , 
4898,1,7.953388796410000,-71.071029612399997,42.336001265699998,16.548712600999998,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4899,1,11.408039647800001,-71.092755465500005,42.336103933099999,22.112250967400001,11895,98.493546298499993,Annunciation,RD,Boston,20,Roxbury,136,0, , , ,0.000000000000000, , , 
4900,1,14.763926219700000,-71.068994134400000,42.336017929400001,26.674281426800000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4901,1,7.953388842510000,-71.070977744100006,42.336035180700001,16.548721423600000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4902,1,9.225642362009999,-71.083999541599994,42.336088865199997,19.905530745600000,11624,26.470661797100000,Sussex,ST,Boston,20,Roxbury,4050,617,Bessie Barnes Park,Community Group/Nonprofit,South End,0.100000000000000,"Parks, Playgrounds & Athletic Fields",BNAN, 
4903,1,11.791918394900000,-71.071050792199998,42.336044516299999,21.125504613699999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4904,1,9.588390086620001,-71.092765100700007,42.336126093399997,20.995138504300002,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4905,1,94.317732255300001,-71.098316460600003,42.336094162800002,172.036114459999990,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4906,1,11.871010253800000,-71.071031498099998,42.336053699499999,21.597236971099999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4907,1,25.164299539500000,-71.062854723100003,42.336025639600003,27.764717379299999,11610,98.108767561500002,Foodmart,RD,Boston,15,South Boston,1578,0, , , ,0.000000000000000, , , 
4908,1,102.871904024000000,-71.098212810199996,42.336146642999999,163.694517257000000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4909,1,7.953388759450000,-71.070926486100007,42.336069979100003,16.548730446299999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4910,1,10.353744507400000,-71.092882775899994,42.336153387400003,21.362004129799999,11895,96.079761568400002,Annunciation,RD,Boston,20,Roxbury,136,0, , , ,0.000000000000000, , , 
4911,1,10.665024658900000,-71.071000111100005,42.336076696600003,21.071865286700000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4912,1,9.522343885860000,-71.032995040599999,42.335929954199997,17.339537969900000,2356,88.396560276000002,Broadway, ,Boston,25,South Boston,568,240,Medal of Honor Park,City of Boston,South Boston,6.182693280000000,"Malls, Squares & Plazas",BPRD, 
4913,1,15.305608551900001,-71.071941480500001,42.336084520400000,27.446659162000000,-1,-1.000000000000000, , , ,0, ,0,459,Boston Medical Center Campus,Private,South End,1.310000000000000,"Malls, Squares & Plazas",NULL, 
4914,1,11.723433455000000,-71.092495945400003,42.336166781300001,22.160735233099999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4915,1,11.328749218800001,-71.070978495899993,42.336089625299998,20.718263057800002,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4916,1,14.879299158900000,-71.071989786700001,42.336093389100000,27.301988617100001,-1,-1.000000000000000, , , ,0, ,0,459,Boston Medical Center Campus,Private,South End,1.310000000000000,"Malls, Squares & Plazas",NULL, 
4917,1,7.952937069470000,-71.070874303300002,42.336102786700003,16.548089809200000,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4918,1,13.755290627500001,-71.092864335700000,42.336179969400000,23.358976748900002,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4919,1,15.305608501000000,-71.071906504500006,42.336107431700000,27.446668985599999,-1,-1.000000000000000, , , ,0, ,0,459,Boston Medical Center Campus,Private,South End,1.310000000000000,"Malls, Squares & Plazas",NULL, 
4920,1,26.764221953000000,-71.082689974600001,42.336148183399999,28.235894893000001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4921,1,10.588906602700000,-71.092549779600006,42.336187218799999,21.644464046100001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4922,1,12.384801910900000,-71.068990861200007,42.336101391500002,25.110902297399999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4923,1,10.652488180900001,-71.070947695900003,42.336113948600001,20.426877074099998,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4924,1,16.656996041900001,-71.082604944899998,42.336160117699997,24.471882001000001,9879,95.350773170400004,Kendall,ST,Boston,20,Roxbury,2274,0, , , ,0.000000000000000, , , 
4925,1,11.539791146300001,-71.070927423399993,42.336121822099997,21.465114875299999,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4926,1,11.198426666100000,-71.071186914999998,42.336124600799998,20.784664487200001,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4927,1,9.008824934060000,-71.085706676300006,42.336176456099999,22.089940245099999,7573,60.524090148100001,Tremont,ST,Boston,25,Roxbury,4181,0, , , ,0.000000000000000, , , 
4928,1,10.464785964800001,-71.071211642199998,42.336125562699998,20.466620310300002,-1,-1.000000000000000, , , ,0, ,0,0, , , ,0.000000000000000, , , 
4929,1,15.305608514199999,-71.071876283400002,42.336128086199999,27.446677882700001,-1,-1.000000000000000, , , ,0, ,0,459,Boston Medical Center Campus,Private,South End,1.310000000000000,"Malls, Squares & Plazas",NULL, 
